Unique event name,Series,Number,Date,YouTube,Guests,Title or name of stream
GuestStream #091.1,GuestStream,#091.1,11/1/2024,https://www.youtube.com/live/b8meLjc8XHE,John Dall'Aglio,"Consciousness Enjoying Uncertainty: Lacan, Neuropsychoanalysis, and Dual-Aspect Monism"
Active InferAnt Stream #006.1,Active InferAnt Stream,#006.1,11/3/2024,https://www.youtube.com/live/QyOslBrs2qA,Daniel Friedman,"Towards (Open Source, Active Inference) Bioregional Biofirm Modeling"
Livestream #058.1,Livestream,#058.1,11/7/2024,https://www.youtube.com/live/OPapscuD05s,Lancelot Da Costa,From pixels to planning: scale-free active inference
Active InferAnt Stream #007.1,Active InferAnt Stream,#007.1,11/8/2024,https://www.youtube.com/live/kGRczFpO8zQ,Daniel Friedman,GNN for AgentMaker for PyMDP for Active Inference Biofirms for Bioregionalism... for Ants?!?!?
GuestStream #092.1,GuestStream,#092.1,11/12/2024,https://www.youtube.com/live/DAZNlhxOhSg,Max Aifer,Thermodynamic Linear Algebra
Livestream #058.2,Livestream,#058.2,11/13/2024,https://www.youtube.com/live/ee6_mNOfP38,"Karl J Friston,Lancelot Da Costa",From pixels to planning: scale-free active inference
"Applied Active Inference Symposium ",Applied Active Inference Symposium,,11/13/2024,https://www.youtube.com/live/ee6_mNOfP38,,"Symposium Part 1, 19 sessions (Program)"
"Applied Active Inference Symposium ",Applied Active Inference Symposium,,11/14/2024,https://www.youtube.com/live/fWOuX8NuQck,,"Symposium Part 2, 13 sessions (Program)"
"Applied Active Inference Symposium ",Applied Active Inference Symposium,,11/15/2024,https://www.youtube.com/watch?v=PnwqqLE10K8,John Clippinger,Symposium Part 3: “Roundtable on Implications of LLMs and Active Inference Agentic Architectures” (Program)
Active InferAnt Stream #001.2,Active InferAnt Stream,#001.2,11/18/2024,https://www.youtube.com/live/wDYI7pOGamI,Vladimir Baulin,FieldSHIFTing for the SoftComp Intelligent Soft Matter Workshop
ModelStream #016.1,ModelStream,#016.1,12/6/2024,https://www.youtube.com/live/pNfQqKXUdic,"Eli Sennesh,Tommaso Salvatori",Divide-and-Conquer Predictive Coding: a structured Bayesian inference algorithm
ArtStream #004.1,ArtStream,#004.1,12/10/2024,https://www.youtube.com/watch?v=x6rwST67ugU,Karin Kukkonen,Literature as Uncertainty Practice – Creative Encounters with the World
GuestStream #093.1,GuestStream,#093.1,12/13/2024,https://www.youtube.com/live/GVsBiTn_E6o,Nassim Dehouche,Enhancing Population-based Search with Active Inference
Active InferAnt Stream #008.1,Active InferAnt Stream,#008.1,12/15/2024,https://www.youtube.com/live/h_tO7gZH2Ks,Daniel Friedman,Symbol’s Greetings: Onboarding to Active Inference across backgrounds & languages
GuestStream #094.1,GuestStream,#094.1,12/17/2024,https://www.youtube.com/live/1Qr7um2W-Rc,Joséphine Pazem,Free Energy Projective Simulation (FEPS): Active inference with interpretability
Roundtable 2024.4,Roundtable,2024.4,12/19/2024,https://www.youtube.com/watch?v=bK3lIWs23RE,,2024 Quarterly Roundtable #4
ReviewStream 2024,ReviewStream,2024,12/20/2024,https://www.youtube.com/live/S8z_Y95WBeE,"Dean Tickles,Daniel Friedman",2024 Active Inference Livestream Review
Active InferAnt Stream #009.1,Active InferAnt Stream,#009.1,12/26/2024,https://www.youtube.com/live/cmPPvfElkCE,Daniel Friedman,How to Accelerate? Implementing & Meta-Analyzing an Active Inference Mountain Car in RxInfer.jl
GuestStream #095.1,GuestStream,#095.1,1/16/2025,https://www.youtube.com/live/Y76dco2nAkQ,Rithvik Prakki,Active Inference for Self-Organizing Multi-LLM Systems: A Bayesian Thermodynamic Approach to Adaptation
GuestStream #096.1,GuestStream,#096.1,1/17/2025,https://www.youtube.com/live/kCmC4i-drEY,Ron Itelman,Cognitive Experience Design (CXD): Designing AI Systems for Trust
GuestStream #097.1,GuestStream,#097.1,1/29/2025,https://www.youtube.com/live/VLTXPOsrg_s,Matt Sims,Slime Mould and Philosophy
MathArtStream 11,MathArtStream,11,2/5/2025,https://www.youtube.com/live/dP5MwxvYSno,Andrew Penland,Feedback Welcome
Active InferAnt Stream #010.1,Active InferAnt Stream,#010.1,2/7/2025,https://www.youtube.com/live/ed9iSi4cD3o,Daniel Friedman,"plain_text for active_inference: Modeling, Learning, and Exploration"
GuestStream #098.1,GuestStream,#098.1,2/10/2025,https://www.youtube.com/live/tU2PfMNp-OI,"Roderick Murray-Smith,John H. Williamson,Sebastian Stein",Active Inference and Human--Computer Interaction
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 6 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 6 part 1",2/20/2025,https://youtu.be/c0oEqJhXSts,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #090.2,GuestStream,#090.2,2/21/2025,https://www.youtube.com/live/E3vyVxMZanA,Benjamin Nelson,Decoding the ARC: The Evolution of Reason in the Abstract Reasoning Corpus
Active InferAnt Stream #010.2,Active InferAnt Stream,#010.2,2/23/2025,https://www.youtube.com/live/Gl7yd2MRjmk,Daniel Friedman,"plain_text too: Learning Paths, Application Guides, and More Things."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 6 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 6 part 2",2/27/2025,https://youtu.be/CV7fsxhgVe0,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 7 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 7 part 1",3/6/2025,https://youtu.be/3zdTINcxZC0,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #099.1,GuestStream,#099.1,3/9/2025,https://www.youtube.com/live/NZnlrI-6mS8,Avel Guénin-Carlut,From Contextuality to Social Constraints — An Active Inference ontology for participatory realism and social change
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 7 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 7 part 2",3/13/2025,https://youtu.be/4ufIGiX0BWw,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #100.1,GuestStream,#100.1,3/15/2025,https://youtube.com/live/BN2akPkfNxA,Yu Kanazawa (金澤 佑),The free energy principle and its implications to language learning and education
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 8 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 8 part 1",3/20/2025,https://youtu.be/fJTlecxnGD4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
ModelStream #017.1,ModelStream,#017.1,3/21/2025,https://www.youtube.com/live/pwfJQRN6iIc,"Albert Podusenko,Bart van Erp,Dmitry Bagaev,Ismail Șenöz,Bert de Vries",What's Wrong with Active Inference and How Lazy Dynamics Is Set to Solve It
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 8 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 8 part 2",3/27/2025,https://youtu.be/P0uVOg81qE8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Roundtable 2025.1,Roundtable,2025.1,3/28/2025,https://www.youtube.com/live/aEe8y9Ebs10,,2025 Quarterly Roundtable #1
Active InferAnt Stream #011.1,Active InferAnt Stream,#011.1,4/2/2025,https://www.youtube.com/live/9LKWp5nydnA,Daniel Friedman,"April Agents Bring May Simulations: OpenManus, RxInfer.jl, and AgentLaboratory"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 9 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 9 part 1",4/3/2025,https://youtu.be/KrzDtSB9KWw,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Active InferAnt Stream #012.1,Active InferAnt Stream,#012.1,4/7/2025,https://www.youtube.com/live/8Ohlb8iTW0k,Daniel Friedman,CEREBRUM: Case-Enabled Reasoning Engine with Bayesian Representations for Unified Modeling
GuestStream #101.1,GuestStream,#101.1,4/8/2025,https://www.youtube.com/live/eZPshFv24_g,"Mohsen Jafari,Yulin Li",Navigating Autonomous Vehicle on Unmarked Roads with Diffusion-Based Motion Prediction and Active Inference
GuestStream #102.1,GuestStream,#102.1,4/9/2025,https://www.youtube.com/live/gSL8PWN4soc,Majid D Beni,"Scientific Explanation, Causality, and Agency A Free Energy Account"
MathStream #012.1,MathStream,#012.1,4/10/2025,https://www.youtube.com/live/h6426dEKaMg,Ola Rønning,ELBOing Stein: Variational Bayes with Stein Mixture Inference
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 9 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 9 part 2",4/10/2025,https://youtu.be/h-TSZspHRvE,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #082.5,GuestStream,#082.5,4/14/2025,https://www.youtube.com/live/p7iq4AAIwjc,Robert Worden,"Computers, Meaning and Consciousness"
Active InferAnt Stream #012.2,Active InferAnt Stream,#012.2,4/16/2025,https://www.youtube.com/live/EIOIMEo8vOY,Daniel Friedman,Case of the Evolving CEREBRUM: The Curious Language of the Incident
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 10 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 10 part 1",4/17/2025,https://youtu.be/hHhIUocRkts,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #103.1,GuestStream,#103.1,4/21/2025,https://www.youtube.com/live/ZRNQ8ZzMc_c,Tobias Plowman,The Mind in Motion: A Systems Model of Real-Time Cognitive Transitions
GuestStream #104.1,GuestStream,#104.1,4/22/2025,https://www.youtube.com/live/veGQUGE0hLI,"Tadahiro Taniguchi ",Collective Predictive Coding and Active Inference: A New Perspective on Emergent Communication
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 10 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 10 part 2",4/24/2025,https://youtu.be/tmsY1ep8ZF4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Active InferAnt Stream #013.1,Active InferAnt Stream,#013.1,4/25/2025,https://www.youtube.com/live/nT11dSbr6QE,Daniel Friedman,NoOrg is a Real Org
ModelStream #018.1,ModelStream,#018.1,4/28/2025,https://www.youtube.com/live/7vbtSdkDgc8,"Giovanni Russo,Hozefa Jesawada,Karl J Friston",Robust Decision-Making Via Free Energy Minimization
GuestStream #105.1,GuestStream,#105.1,5/2/2025,https://www.youtube.com/live/TKksAVCOUCU,Paola Di Maio,"Systemic Deviation, A Key to Explain Systemic Failures"
GuestStream #106.1,GuestStream,#106.1,5/5/2025,https://www.youtube.com/live/pqMph8eEUs4,"Bang Liu,Hongzhang Liu,Shaokun Zhang,Xiaoqiang Wang,Haibo Jin","Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems"
Active InferAnt Stream #014.1,Active InferAnt Stream,#014.1,5/15/2025,https://www.youtube.com/live/3tYOBVIOLyU,Daniel Friedman,Generalized Notation Notation: From Plaintext to Triple Play
MathStream #013.1,MathStream,#013.1,5/20/2025,https://www.youtube.com/live/_8xNPQEqnKE,Alexis Toumi,DisCoPy: Monoidal Categories for Active Inference
GuestStream #107.1,GuestStream,#107.1,5/21/2025,https://www.youtube.com/live/3a01ltP-p9I,David Benrimoh,The Role of Affective States in Computational Psychiatry
GuestStream #108.1,GuestStream,#108.1,5/22/2025,https://www.youtube.com/live/_YRRB5basok,Christo Kurisummoottil Thomas,Next-Generation Artificial Intelligence for Emergent Semantic Communications
GuestStream #109.1,GuestStream,#109.1,5/23/2025,https://www.youtube.com/live/aRT9n16N4J8,Alexander Hemming,"Free Energy, Attentional Narrowing, and Cognitive Rigidity: A Hierarchical Predictive Processing Approach"
MathStream #014.1,MathStream,#014.1,5/30/2025,https://www.youtube.com/live/kDLBmwMikfk,Jesse van Oostrum,A concise mathematical description of active inference in discrete time
GuestStream #110.1,GuestStream,#110.1,6/4/2025,https://www.youtube.com/live/gS_WocoCJvI,Takuya Isomura,Triple equivalence for the emergence of biological intelligence
Active InferAnt Stream #014.2,Active InferAnt Stream,#014.2,6/8/2025,https://www.youtube.com/live/Y3-FMoaEZYE,Daniel Friedman,GNN for Generative Model Supply Chains: A Golden Spike Moment for Multiagent Trajectory Planning with RxInfer.jl
GuestStream #111.1,GuestStream,#111.1,6/11/2025,https://www.youtube.com/live/sSStRTOxuWk,Georgi Georgiev,Modeling and Predicting Self-Organization in Dynamic Systems out of Thermodynamic Equilibrium
OrgStream #009.1,OrgStream,#009.1,6/18/2025,https://www.youtube.com/live/q3kUt1xR_fo,Manuel Hoffmann,The Value of Open Source Software
Active InferAnt Stream #014.3,Active InferAnt Stream,#014.3,6/23/2025,https://www.youtube.com/live/L0kFneuINsg,Daniel Friedman,The Sound of Uncertainty: Auditory Rendering of Generative Models in the Field of Streams
GuestStream #112.1,GuestStream,#112.1,6/25/2025,https://www.youtube.com/live/fTg-S81Ymto,Hadi Vafaii,Brain-like variational inference
GuestStream #113.1,GuestStream,#113.1,6/26/2025,https://www.youtube.com/live/vgSYGS9l8nI,Sergio Samuel Montañez Jacquez,Bayesian Mechanics of Economic Choice: Computational Foundations of Economic Behavior
Roundtable 2025.2,Roundtable,2025.2,6/27/2025,https://www.youtube.com/live/-cKpXSZLvMQ,Daniel Friedman,2025 Quarterly Roundtable #2
GuestStream #114.1,GuestStream,#114.1,7/17/2025,https://www.youtube.com/live/C1NxyfMDP4U,"Chris Fields,Alex Kiefer,Adam Safron,Maxwell J D Ramstead,Karl J Friston",How do inner screens enable imaginative experience? Applying the free-energy principle directly to the study of conscious experience
GuestStream #115.1,GuestStream,#115.1,7/30/2025,https://www.youtube.com/live/85ob-jrG7xQ,Alexi Gladstone,Energy-Based Transformers are Scalable Learners and Thinkers
GuestStream #116.1,GuestStream,#116.1,8/6/2025,https://www.youtube.com/live/0h_mf5usgvg,Max Aifer,Solving the compute crisis with physics-based ASICs
GuestStream #117.1,GuestStream,#117.1,8/21/2025,https://www.youtube.com/live/0t14D4epcuw,"Tadahiro Taniguchi ",Co-Creative Learning via Metropolis-Hastings Interaction between Humans and AI
Roundtable 2025.3,Roundtable,2025.3,9/26/2025,https://www.youtube.com/live/PPKFlARc7gY,,2025 Quarterly Roundtable #3
ReviewStream 2025,ReviewStream,2025,12/19/2025,https://www.youtube.com/live/gS-qhMNFm84,,2025 Active Inference Livestream Review
Roundtable 2025.4,Roundtable,2025.4,12/19/2025,https://www.youtube.com/live/09FfbL1YYOI,,2025 Quarterly Roundtable #4
