Unique event name,Series,Number,Date,YouTube,Guests,Title or name of stream
Livestream #044.0,Livestream,#044.0,5/13/2022,https://youtu.be/yNubOHOJeIQ,,Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony
Livestream #044.1,Livestream,#044.1,5/18/2022,https://youtu.be/y1vtKYzVUaY,"Francesco Cerritelli,Jorge E Esteves,Zoe McParlin",Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Appendix","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Appendix",5/19/2022,https://youtu.be/8OT2EC-l0N4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #044.2,Livestream,#044.2,5/25/2022,https://www.youtube.com/watch?v=epoHxFdzFkw,"Jorge E Esteves,Zoe McParlin",Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Synchrony
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 2",5/26/2022,https://www.youtube.com/watch?v=Z7Z29pu6NnY&list=PLNm0u2n1Iwdq74rPEYLx4VwYCI_QiXbEd,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #045.0,Livestream,#045.0,5/27/2022,https://youtu.be/9MQQKaKEXs0,,The free energy principle made simpler but not too simple
Livestream #045.1,Livestream,#045.1,6/1/2022,https://youtu.be/V0l9fOJgbtc,"Karl J Friston,Thomas Parr",The free energy principle made simpler but not too simple
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 2",6/2/2022,https://youtu.be/JJaQ0F81Ucs,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #045.2,Livestream,#045.2,6/8/2022,https://youtu.be/S5-jXzhiG18,"Karl J Friston,Thomas Parr",The free energy principle made simpler but not too simple
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 3","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 3",6/9/2022,https://youtu.be/MXbknE8EZp0,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #016.2,GuestStream,#016.2,6/11/2022,https://youtu.be/c0_Vf5_qiWk,Mark Solms,Consciousness as Precision Optimization: Some Physiological and Philosophical Considerations
GuestStream #023.1,GuestStream,#023.1,6/13/2022,https://youtu.be/igY9iyowesc,"Maxwell J D Ramstead,Dalton Sakthivadivel",Rebooting the Free Energy Principle Literature
Livestream #046.0,Livestream,#046.0,6/14/2022,https://youtu.be/skcKoCcAQJI,Ryan Smith,Active inference models do not contradict folk psychology
Livestream #046.1,Livestream,#046.1,6/15/2022,https://youtu.be/JPsdk7pVa1I,Alex Kiefer,Active inference models do not contradict folk psychology
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 3","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 3",6/16/2022,https://youtu.be/AKeKLERgmQA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #046.2,Livestream,#046.2,6/22/2022,https://youtu.be/7_YNInrALU8,,Active inference models do not contradict folk psychology
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 4","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 4",6/23/2022,https://youtu.be/08iZGLAqI8E,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #024.1,GuestStream,#024.1,6/28/2022,https://www.youtube.com/watch?v=tOFA7FODn8w,Stephen Grossberg,Explainable and Reliable AI
Roundtable 2022.2,Roundtable,2022.2,6/29/2022,https://youtu.be/2s27lSZDqGM,,2022 Quarterly Roundtable #2
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 4","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 4",6/30/2022,https://youtu.be/rvwMeZpA91U,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #015.2,GuestStream,#015.2,7/5/2022,https://youtu.be/WEfc9X437yY,Bobby Azarian,The Integrated Evolutionary Synthesis: A Unifying Theory of Reality
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 5","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 5",7/7/2022,https://youtu.be/NT30pJ_sb6A,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 5","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 5",7/14/2022,https://youtu.be/ZATda5W08qY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Part 1 review & synthesis","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Part 1 review & synthesis",7/21/2022,https://youtu.be/kpBrzN8X1ZA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Feedback & Projects","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Feedback & Projects",7/28/2022,https://youtu.be/Cd6rz0HzOe8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Applied Active Inference Symposium — Robotics 2022,Applied Active Inference Symposium,— Robotics 2022,7/31/2022,https://youtu.be/zm2d9o5n0PU,"Tim Schneider,Tim Verbelen,Ben White,Noor Sajid,Wen-Hua Chen","2nd Applied Active Inference Symposium, part 1"
Applied Active Inference Symposium — Robotics 2022,Applied Active Inference Symposium,— Robotics 2022,7/31/2022,https://youtu.be/dTVHHenms_Y,"Bruno Lara,Matt Brown,Adam Safron,JF Cloutier,Karl J Friston","2nd Applied Active Inference Symposium, part 2"
GuestStream #025.1,GuestStream,#025.1,8/3/2022,https://youtu.be/ZYhrtsyzS_w,Brett Anderson,Autistic-Like Traits and Positive Schizotypy as Diametric Specializations of the Predictive Mind
Livestream #047.0,Livestream,#047.0,8/3/2022,https://youtu.be/WKjqw3My_xM,,"“Enactive-Dynamic Social Cognition and Active Inference”

“Active Inference and Abduction”"
Livestream #047.1,Livestream,#047.1,8/10/2022,https://www.youtube.com/watch?v=1yYFJnf_mHY,,"“Enactive-Dynamic Social Cognition and Active Inference”

“Active Inference and Abduction”"
GuestStream #026.1,GuestStream,#026.1,8/12/2022,https://youtu.be/J7cu4slfIBA,"Dafna Shahaf,Lauren Hebert,Ronen Tamari,William Fischer",From Users to (Sense)Makers: On the Pivotal Role of Stigmergic Social Annotation in the Quest for Collective Sensemaking
Livestream #047.2,Livestream,#047.2,8/17/2022,https://youtu.be/riJYh87FPx4,Majid D Beni,"“Enactive-Dynamic Social Cognition and Active Inference”

“Active Inference and Abduction”"
ModelStream #006.1,ModelStream,#006.1,9/1/2022,https://youtu.be/xBKRLG97cz4,"Theophile Champion ",Branching Time Active Inference: the theory and its generality
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Review & Welcome","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Review & Welcome",9/2/2022,https://youtu.be/ogvzkg-0qjY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2 Onboarding","Parr, Pezzulo, Friston 2022 Textbook",Cohort 2 Onboarding,9/2/2022 2:00 PM,https://youtu.be/Fg3NqmI2R1g,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #048.0,Livestream,#048.0,9/5/2022,https://youtu.be/zqiZjjY9H7M,,Communication as Socially Extended Active Inference: An Ecological Approach to Communicative Behavior
Livestream #048.1,Livestream,#048.1,9/7/2022,https://youtu.be/nWFM5zrdmG8,Rémi Tison,Communication as Socially Extended Active Inference: An Ecological Approach to Communicative Behavior
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 6","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 6",9/9/2022,https://youtu.be/4q-UYQMMrDg,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 1",9/9/2022 2:00 PM,https://youtu.be/tIjKJ8RAPfA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
MathStream #004.1,MathStream,#004.1,9/13/2022,https://youtu.be/aN1GXOZp6xY,David Spivak,Category Theory
GuestStream #027.1,GuestStream,#027.1,9/13/2022,https://youtu.be/Pw2vxMRxF5o,John Vervaeke,John Vervaeke
Livestream #048.2,Livestream,#048.2,9/14/2022,https://youtu.be/hIIyYu2C-SI,Rémi Tison,Communication as Socially Extended Active Inference: An Ecological Approach to Communicative Behavior
Twitter Spaces #002.1,Twitter Spaces,#002.1,9/14/2022,https://youtu.be/Sb8A0jNzWPE,,Can Web3 survive without cognitive modeling?
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 6","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 6",9/16/2022,https://youtu.be/8DlXH6Wk_h8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 1",9/16/2022 2:00 PM,https://youtu.be/r9Oa35eVI8c,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 7","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 7",9/23/2022,https://youtu.be/8HKcr0bOLG4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 2",9/23/2022 2:00 PM,https://youtu.be/WPYR76Pfzuc,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Roundtable 2022.3,Roundtable,2022.3,9/28/2022,https://youtu.be/DJ9n6a8mMzM,,2022 Quarterly Roundtable #3
Livestream #049.0,Livestream,#049.0,9/30/2022,https://youtu.be/OtX2Fpzn7KA,,A Worked Example of the Bayesian Mechanics of Classical Objects
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 7","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 7",9/30/2022,https://youtu.be/wNrcVOKwpOY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 2",9/30/2022 2:00 PM,https://youtu.be/mGlgngiIH40,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #049.1,Livestream,#049.1,10/5/2022,https://youtu.be/dAtC-Enmc8M,Dalton Sakthivadivel,A Worked Example of the Bayesian Mechanics of Classical Objects
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 8","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 8",10/7/2022,https://youtu.be/dLWepm5noE8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 3","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 3",10/7/2022 2:00 PM,https://youtu.be/cULb4SvpD34,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #049.2,Livestream,#049.2,10/12/2022,https://youtu.be/2SuBJBEg9LI,Dalton Sakthivadivel,A Worked Example of the Bayesian Mechanics of Classical Objects
GuestStream #029.1,GuestStream,#029.1,10/14/2022,https://youtu.be/UuXAjY9Wgdg,Shanna Dobson,"Making Up Our Minds: Imaginative Deconstruction in MathArt, 1920 – Present"
GuestStream #028.1,GuestStream,#028.1,10/14/2022,https://youtu.be/KqiLO9Dfj-4,"Giovanni Rolla ",Reconceiving rationality: situating rationality into radically enactive cognition
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 8","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 8",10/14/2022,https://youtu.be/QvAApEfYBmk,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #050.0,Livestream,#050.0,10/17/2022,https://youtu.be/l7r0ISlr-Hc,,"Interoception as modeling, allostasis as control"
GuestStream #030.1,GuestStream,#030.1,10/17/2022,https://youtu.be/QUBmgn7K_4E,Kyrtin Atreides,The Human Governance Problem: Complex Systems and the Limits of Human Cognition
Livestream #050.1,Livestream,#050.1,10/20/2022,https://youtu.be/tGd-mgSdbio,"Eli Sennesh,Jordan Theriault","Interoception as modeling, allostasis as control"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 9","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 9",10/21/2022,https://youtu.be/HCuGxvefPOE,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 4","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 4",10/21/2022 2:00 PM,https://youtu.be/s8gjDh7sin4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #051.0,Livestream,#051.0,10/26/2022,https://youtu.be/ZASG-rtkXDk,,Canonical neural networks perform active inference
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 9","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 9",10/28/2022,https://youtu.be/GYBF_c-ajgI,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 4","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 4",10/28/2022 7:00 AM,https://youtu.be/_cmYWZ8X4J4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #051.1,Livestream,#051.1,11/2/2022,https://youtu.be/IM_NlUzyq8M,Takuya Isomura,Canonical neural networks perform active inference
Livestream #050.2,Livestream,#050.2,11/3/2022,https://youtu.be/4o-LmkycAC0,"Eli Sennesh,Jordan Theriault","Interoception as modeling, allostasis as control"
OrgStream #003.1,OrgStream,#003.1,11/3/2022,https://youtu.be/OwGNVmQIO9E,Bijan Khezri,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 10","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 10",11/4/2022,https://youtu.be/7Ti-r8f15So,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 5","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 5",11/4/2022 6:00 AM,https://youtu.be/7bKXo3caFH8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #051.2,Livestream,#051.2,11/9/2022,https://youtu.be/hY_CajLpt9Q,Takuya Isomura,Canonical neural networks perform active inference
"Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 10","Parr, Pezzulo, Friston 2022 Textbook","Cohort 1, Chapter 10",11/11/2022,https://youtu.be/DrNJfmf_IdA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 5","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 5",11/11/2022 6:00 AM,https://youtu.be/zE3ESd6vy9I,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
ModelStream #007.1,ModelStream,#007.1,11/15/2022,https://youtu.be/skf3sOM-7WI,"Conor Heins,Daphne Demekas",pymdp
BookStream #001.01,BookStream,#001.01,12/6/2022,https://youtu.be/thO3nsvgego,,Governing Continuous Transformation: Re-framing the Strategy- Governance Conversation
GuestStream #031.1,GuestStream,#031.1,12/7/2022,https://youtu.be/57-aRIjUrC4,"Brett Kagan,Adeel Razi",Free Energy Principle & Active Inference in Synthetic Biological Intelligence: Existing Evidence & Current Challenges
BookStream #001.02,BookStream,#001.02,12/13/2022,https://youtu.be/d8c0iFU8vms,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
Roundtable 2022.4,Roundtable,2022.4,12/14/2022,https://youtu.be/W0637hJm_D4,,2022 Quarterly Roundtable #4
BookStream #001.03,BookStream,#001.03,12/27/2022,https://youtu.be/rCmq0TVGpW0,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
ReviewStream 2022,ReviewStream,2022,12/31/2022,https://youtu.be/4IL6KtlCn_o,"Dean Tickles,Daniel Friedman",2022 Active Inference Livestream Review
BookStream #001.04,BookStream,#001.04,1/3/2023,https://youtu.be/BPzwSTalH5E,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
GuestStream #032.1,GuestStream,#032.1,1/10/2023,https://youtu.be/0pMxBM3ahwQ,Adam Pease,A Neuro-Symbolic Approach to Language Understanding: Using an Ontology to Create A Language Model
BookStream #001.1,BookStream,#001.1,1/11/2023,https://youtu.be/FB_93-zDqNo,Bijan Khezri,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
GuestStream #033.1,GuestStream,#033.1,1/17/2023,https://youtu.be/zICcGukKbAA,"Alireza Modirshanechi ",A taxonomy of surprise definitions
BookStream #001.06,BookStream,#001.06,1/17/2023,https://youtu.be/0P_6ME2LpCw,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
ModelStream #007.2,ModelStream,#007.2,1/18/2023,https://youtu.be/uX8iSoDR83g,"Conor Heins,Karl J Friston",pymdp
GuestStream #034.1,GuestStream,#034.1,1/23/2023,https://youtu.be/9IPx38SHGqw,Avel Guénin-Carlut,Physics of Creation - Can the Free Energy Principle ground the construction of physical statespaces?
GuestStream #035.1,GuestStream,#035.1,1/24/2023,https://youtu.be/tbHZC6D39C4,"Matthew Pirkowski,Jordan Hall",Jordan Hall & Matthew Pirkowski
BookStream #001.07,BookStream,#001.07,1/24/2023,https://youtu.be/0_yvUA0lsdI,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 6","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 6",1/25/2023 3:00 PM,https://youtu.be/sOo0Ti6-U54,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3 Onboarding","Parr, Pezzulo, Friston 2022 Textbook",Cohort 3 Onboarding,1/25/2023 4:00 PM,https://youtu.be/G9GfOMjF4g0,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
ModelStream #008.1,ModelStream,#008.1,1/27/2023,https://youtu.be/Fh1e4sKh3Vs,Tom Ringstrom,Reward is Not Necessary: A Compositional Theory of Self-Preserving Agents with Empowerment Gain Maximization
BookStream #001.08,BookStream,#001.08,1/31/2023,https://youtu.be/yNZg5b63hb8,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 6","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 6",2/1/2023 3:00 PM,https://youtu.be/Jwu2UJi5xNA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 1",2/1/2023 4:00 PM,https://youtu.be/HyKS1A0Ga8s,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
BookStream #001.09,BookStream,#001.09,2/7/2023,https://youtu.be/3oFfxaKBBXY,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 7","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 7",2/8/2023 3:00 PM,https://youtu.be/GhUTj0OVEU8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 1",2/8/2023 4:00 PM,https://youtu.be/awqzJPntNz4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #036.1,GuestStream,#036.1,2/9/2023,https://www.youtube.com/watch?v=j5FVxPubslo,J Benjamin Falandays,A Potential Mechanism for Gibsonian Resonance: Behavioral Entrainment Emerges from Local Homeostasis in an Unsupervised Reservoir Network
BookStream #001.2,BookStream,#001.2,2/15/2023,https://www.youtube.com/watch?v=DQhPABvJBFk,Bijan Khezri,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 7","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 7",2/15/2023 3:00 PM,https://youtu.be/W4lIy05RycM,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 2",2/15/2023 4:00 PM,https://youtu.be/wFjXz896pKU,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 8","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 8",2/22/2023 3:00 PM,https://youtu.be/mNw1JOM71Os,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 2",2/22/2023 4:00 PM,https://youtu.be/MJXyGtYuK1U,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
BookStream #002.1,BookStream,#002.1,2/27/2023,https://www.youtube.com/watch?v=xlrZ00NQNHo,Thomas Parr,"Active Inference: The Free Energy Principle in Mind, Brain, and Behavior"
GuestStream #037.1,GuestStream,#037.1,2/28/2023,https://www.youtube.com/watch?v=xwybWzLFXGY,Baba Brinkman,Baba Brinkman
Livestream #052.0,Livestream,#052.0,3/1/2023,https://www.youtube.com/watch?v=LPj_ok8Pxxw,,"Geometric Methods for Sampling, Optimisation, Inference and Adaptive Agents"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 8","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 8",3/1/2023 3:00 PM,https://youtu.be/3GJS1uVnQo4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 3","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 3",3/1/2023 4:00 PM,https://youtu.be/lMsOOXaM2-E,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #052.1,Livestream,#052.1,3/2/2023,https://www.youtube.com/watch?v=00O1QK9FWh8,Lancelot Da Costa,"Geometric Methods for Sampling, Optimisation, Inference and Adaptive Agents"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 9","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 9",3/8/2023 3:00 PM,https://youtu.be/QjGcN1l6NXg,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 3","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 3",3/8/2023 4:00 PM,https://youtu.be/0zUYswqn8aI,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #052.2,Livestream,#052.2,3/9/2023,https://www.youtube.com/watch?v=RO3XVXqvAII,Lancelot Da Costa,"Geometric Methods for Sampling, Optimisation, Inference and Adaptive Agents"
GuestStream #038.1,GuestStream,#038.1,3/9/2023,https://www.youtube.com/watch?v=mrFZwfYuthk,Max Berg,Oversampled and undersolved. (Depressive) Rumination from an active inference perspective.
BookStream #001.010,BookStream,#001.010,3/14/2023,https://www.youtube.com/watch?v=eIZjx0miM9o,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 9","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 9",3/15/2023 3:00 PM,https://youtu.be/e9Yoha7yhk8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 4","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 4",3/15/2023 4:00 PM,https://youtu.be/JEz3du5S1os,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #039.1,GuestStream,#039.1,3/16/2023,https://www.youtube.com/watch?v=jXEJO_5g0ho,"Xu Ji,Eric Elmoznino,Guillaume Dumas",Sources of Richness and Ineffability for Phenomenally Conscious States
Livestream #053.0,Livestream,#053.0,3/17/2023,https://youtu.be/c7ybFyP9KrI,,Snakes and Ladders in Paleoanthropology & To copy or not to copy…
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 10","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 10",3/22/2023 3:00 PM,https://youtu.be/YQ1galAHOIw,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 4","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 4",3/22/2023 4:00 PM,https://youtu.be/Nak508NmYYA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #053.1,Livestream,#053.1,3/23/2023,https://www.youtube.com/watch?v=iHgxmn0ockg,"Michael Walker,Héctor Manrique,Karl J Friston",Snakes and Ladders in Paleoanthropology & To copy or not to copy…
BookStream #001.012,BookStream,#001.012,3/28/2023,https://www.youtube.com/watch?v=5IGzzm28qec,,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation
GuestStream #040.1,GuestStream,#040.1,3/29/2023,https://www.youtube.com/watch?v=eZDSNPFS0Fs,Wanja Wiese,Could large language models be conscious? A perspective from the free energy principle
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 10","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 10",3/29/2023 3:00 PM,https://youtu.be/On8-Ngn8pIE,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 5","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 5",3/29/2023 4:00 PM,https://youtu.be/l6aGBYmFGCc,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #053.2,Livestream,#053.2,3/30/2023,https://youtu.be/L6dhr5hUu8o,"Michael Walker,Héctor Manrique,Karl J Friston",Snakes and Ladders in Paleoanthropology & To copy or not to copy…
Roundtable 2023.1,Roundtable,2023.1,3/31/2023,https://www.youtube.com/watch?v=XYMPAAynUu8,,2023 Quarterly Roundtable #1
OrgStream #004.1,OrgStream,#004.1,3/31/2023,https://www.youtube.com/watch?v=xXAllRLtyoc,Shrey Jain,Plural Publics
"Parr, Pezzulo, Friston 2022 Textbook Cohort 2, Chapter 6 Welcome back","Parr, Pezzulo, Friston 2022 Textbook","Cohort 2, Chapter 6 Welcome back",4/5/2023 3:00 PM,https://youtu.be/1-2-DNekZdM,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
